date,home,home_score,away,away_score,venue
2012-05-19,Vancouver Whitecaps FC,2,Seattle Sounders FC,2,BC Place
2012-05-19,New England Revolution,2,Houston Dynamo,2,Gillette Stadium
2012-05-19,Montreal Impact,1,New York Red Bulls,2,Olympic Stadium
2012-05-19,D.C. United,3,Toronto FC,1,RFK Stadium
2012-05-19,FC Dallas,1,Philadelphia Union,1,FC Dallas Stadium
2012-05-19,Colorado Rapids,2,Sporting Kansas City,2,Dick's Sporting Goods Park
2012-05-19,San Jose Earthquakes,1,Columbus Crew SC,1,Buck Shaw Stadium
2012-05-19,CD Chivas USA,1,LA Galaxy,0,The Home Depot Center
2012-05-20,Portland Timbers,2,Chicago Fire,1,JELD-WEN Field
2012-05-23,New York Red Bulls,1,CD Chivas USA,1,Red Bull Arena
2012-05-23,Chicago Fire,2,FC Dallas,1,Toyota Park
2012-05-23,Seattle Sounders FC,0,Columbus Crew SC,2,CenturyLink Field
2012-05-23,LA Galaxy,2,San Jose Earthquakes,3,The Home Depot Center
2012-05-26,Houston Dynamo,2,LA Galaxy,1,BBVA Compass Stadium
2012-05-26,Toronto FC,1,Philadelphia Union,0,BMO Field
2012-05-26,Columbus Crew SC,2,Chicago Fire,1,Crew Stadium
2012-05-26,D.C. United,3,New England Revolution,2,RFK Stadium
2012-05-26,Colorado Rapids,3,Montreal Impact,2,Dick's Sporting Goods Park
2012-05-26,Real Salt Lake,3,FC Dallas,2,Rio Tinto Stadium
2012-05-26,Portland Timbers,1,Vancouver Whitecaps FC,1,JELD-WEN Field
2012-05-26,CD Chivas USA,1,Seattle Sounders FC,1,The Home Depot Center
2012-05-27,Sporting Kansas City,2,San Jose Earthquakes,1,Livestrong Sporting Park
2012-06-02,New England Revolution,2,Chicago Fire,0,Gillette Stadium
2012-06-10,Vancouver Whitecaps FC,3,Houston Dynamo,1,BC Place
2012-06-16,Vancouver Whitecaps FC,1,Colorado Rapids,0,BC Place
2012-06-16,Philadelphia Union,0,D.C. United,1,Talen Energy Stadium
2012-06-16,Houston Dynamo,2,FC Dallas,1,BBVA Compass Stadium
2012-06-16,Montreal Impact,4,Seattle Sounders FC,1,Saputo Stadium
2012-06-16,New England Revolution,0,Columbus Crew SC,0,Gillette Stadium
2012-06-16,Sporting Kansas City,2,Toronto FC,0,Livestrong Sporting Park
2012-06-16,CD Chivas USA,0,Real Salt Lake,3,The Home Depot Center
2012-06-17,Chicago Fire,3,New York Red Bulls,1,Toyota Park
2012-06-17,LA Galaxy,1,Portland Timbers,0,The Home Depot Center
2012-06-20,Houston Dynamo,3,Toronto FC,3,BBVA Compass Stadium
2012-06-20,Real Salt Lake,2,LA Galaxy,3,Rio Tinto Stadium
2012-06-20,Colorado Rapids,1,San Jose Earthquakes,2,Dick's Sporting Goods Park
2012-06-20,Seattle Sounders FC,1,Sporting Kansas City,1,CenturyLink Field
2012-06-20,CD Chivas USA,2,Montreal Impact,1,The Home Depot Center
2012-06-20,Vancouver Whitecaps FC,1,New York Red Bulls,1,BC Place
2012-06-23,Toronto FC,2,New England Revolution,2,BMO Field
2012-06-23,Philadelphia Union,4,Sporting Kansas City,0,Talen Energy Stadium
2012-06-23,Montreal Impact,4,Houston Dynamo,2,Saputo Stadium
2012-06-23,Chicago Fire,2,Columbus Crew SC,1,Toyota Park
2012-06-23,FC Dallas,0,CD Chivas USA,0,FC Dallas Stadium
2012-06-23,Real Salt Lake,1,San Jose Earthquakes,2,Rio Tinto Stadium
2012-06-23,LA Galaxy,3,Vancouver Whitecaps FC,0,StubHub Center
2012-06-24,Portland Timbers,2,Seattle Sounders FC,1,JELD-WEN Field
2012-06-24,New York Red Bulls,3,D.C. United,2,Red Bull Arena
2012-06-27,Montreal Impact,0,Toronto FC,3,Saputo Stadium
2012-06-29,Sporting Kansas City,0,Chicago Fire,1,Livestrong Sporting Park
2012-06-30,Toronto FC,1,New York Red Bulls,1,BMO Field
2012-06-30,D.C. United,3,Montreal Impact,0,RFK Stadium
2012-06-30,New England Revolution,2,Seattle Sounders FC,2,Gillette Stadium
2012-06-30,Houston Dynamo,2,Philadelphia Union,1,BBVA Compass Stadium
2012-06-30,Colorado Rapids,3,Portland Timbers,0,Dick's Sporting Goods Park
2012-06-30,Columbus Crew SC,2,Real Salt Lake,0,Crew Stadium
2012-06-30,San Jose Earthquakes,4,LA Galaxy,3,Stanford Stadium
2012-07-03,Houston Dynamo,0,Chicago Fire,0,BBVA Compass Stadium
2012-07-03,Portland Timbers,2,San Jose Earthquakes,1,JELD-WEN Field
2012-07-04,Montreal Impact,1,Sporting Kansas City,3,Saputo Stadium
2012-07-04,FC Dallas,1,Toronto FC,1,FC Dallas Stadium
2012-07-04,Colorado Rapids,0,Vancouver Whitecaps FC,1,Dick's Sporting Goods Park
2012-07-04,Real Salt Lake,0,Seattle Sounders FC,0,Rio Tinto Stadium
2012-07-04,LA Galaxy,1,Philadelphia Union,2,The Home Depot Center
2012-07-07,Sporting Kansas City,0,Houston Dynamo,0,Livestrong Sporting Park
2012-07-07,Real Salt Lake,3,Portland Timbers,0,Rio Tinto Stadium
2012-07-07,FC Dallas,0,San Jose Earthquakes,0,FC Dallas Stadium
2012-07-07,CD Chivas USA,0,Vancouver Whitecaps FC,0,The Home Depot Center
2012-07-07,Seattle Sounders FC,2,Colorado Rapids,1,CenturyLink Field
2012-07-08,Chicago Fire,0,LA Galaxy,2,Toyota Park
2012-07-08,Philadelphia Union,3,Toronto FC,0,Talen Energy Stadium
2012-07-08,New England Revolution,2,New York Red Bulls,0,Gillette Stadium
2012-07-08,Montreal Impact,2,Columbus Crew SC,1,Saputo Stadium
2012-07-11,Toronto FC,3,Vancouver Whitecaps FC,2,BMO Field
2012-07-14,Philadelphia Union,2,Montreal Impact,1,Talen Energy Stadium
2012-07-14,Columbus Crew SC,0,Sporting Kansas City,2,Crew Stadium
2012-07-14,New England Revolution,0,Toronto FC,1,Gillette Stadium
2012-07-14,Chicago Fire,1,Vancouver Whitecaps FC,0,Toyota Park
2012-07-14,Colorado Rapids,1,FC Dallas,2,Dick's Sporting Goods Park
2012-07-14,San Jose Earthquakes,5,Real Salt Lake,0,Buck Shaw Stadium
2012-07-14,Portland Timbers,3,LA Galaxy,5,JELD-WEN Field
2012-07-15,New York Red Bulls,2,Seattle Sounders FC,2,Red Bull Arena
2012-07-15,Houston Dynamo,4,D.C. United,0,BBVA Compass Stadium
2012-07-18,New York Red Bulls,1,Chicago Fire,0,Red Bull Arena
2012-07-18,CD Chivas USA,1,Portland Timbers,0,The Home Depot Center
2012-07-18,Toronto FC,2,Colorado Rapids,1,BMO Field
2012-07-18,Montreal Impact,2,New England Revolution,1,Saputo Stadium
2012-07-18,Houston Dynamo,2,Sporting Kansas City,1,BBVA Compass Stadium
2012-07-18,Vancouver Whitecaps FC,2,LA Galaxy,2,BC Place
2012-07-18,San Jose Earthquakes,2,FC Dallas,1,Buck Shaw Stadium
2012-07-21,New York Red Bulls,2,Philadelphia Union,0,Red Bull Arena
2012-07-21,Columbus Crew SC,1,D.C. United,0,Crew Stadium
2012-07-21,Houston Dynamo,3,Montreal Impact,0,BBVA Compass Stadium
2012-07-21,Sporting Kansas City,0,New England Revolution,0,Livestrong Sporting Park
2012-07-21,FC Dallas,5,Portland Timbers,0,FC Dallas Stadium
2012-07-21,Real Salt Lake,2,Colorado Rapids,0,Rio Tinto Stadium
2012-07-21,LA Galaxy,3,CD Chivas USA,1,The Home Depot Center
2012-07-22,Vancouver Whitecaps FC,2,San Jose Earthquakes,1,BC Place
2012-07-27,Real Salt Lake,2,Vancouver Whitecaps FC,1,Rio Tinto Stadium
2012-07-28,Toronto FC,0,Houston Dynamo,2,BMO Field
2012-07-28,Montreal Impact,3,New York Red Bulls,1,Saputo Stadium
2012-07-28,FC Dallas,0,LA Galaxy,1,FC Dallas Stadium
2012-07-28,Sporting Kansas City,1,Columbus Crew SC,2,Livestrong Sporting Park
2012-07-28,Colorado Rapids,1,Seattle Sounders FC,2,Dick's Sporting Goods Park
2012-07-28,San Jose Earthquakes,1,Chicago Fire,1,Buck Shaw Stadium
2012-07-28,Portland Timbers,0,CD Chivas USA,1,JELD-WEN Field
2012-07-29,Philadelphia Union,2,New England Revolution,1,Talen Energy Stadium
2012-08-03,Houston Dynamo,2,New York Red Bulls,0,BBVA Compass Stadium
2012-08-04,D.C. United,1,Columbus Crew SC,0,RFK Stadium
2012-08-04,New England Revolution,0,Sporting Kansas City,1,Gillette Stadium 
2012-08-04,Montreal Impact,2,Philadelphia Union,0,Saputo Stadium
2012-08-04,Chicago Fire,2,Toronto FC,1,Toyota Park
2012-08-04,Colorado Rapids,1,Real Salt Lake,0,Dick's Sporting Goods Park
2012-08-05,Portland Timbers,1,FC Dallas,1,JELD-WEN Field
2012-08-05,Seattle Sounders FC,4,LA Galaxy,0,CenturyLink Field
2012-08-10,New York Red Bulls,2,Houston Dynamo,0,Red Bull Arena
2012-08-11,Vancouver Whitecaps FC,2,Real Salt Lake,1,BC Place
2012-08-11,Sporting Kansas City,2,D.C. United,1,Livestrong Sporting Park
2012-08-11,FC Dallas,3,Colorado Rapids,2,FC Dallas Stadium
2012-08-11,San Jose Earthquakes,2,Seattle Sounders FC,1,Buck Shaw Stadium
2012-08-12,New England Revolution,0,Montreal Impact,1,Gillette Stadium
2012-08-12,Philadelphia Union,1,Chicago Fire,3,Talen Energy Stadium
2012-08-12,CD Chivas USA,0,LA Galaxy,4,The Home Depot Center
2012-08-15,Columbus Crew SC,1,LA Galaxy,1,Crew Stadium
2012-08-15,Toronto FC,2,Portland Timbers,2,BMO Field
2012-08-15,Vancouver Whitecaps FC,0,FC Dallas,2,BC Place
2012-08-18,Seattle Sounders FC,2,Vancouver Whitecaps FC,0,CenturyLink Field
2012-08-18,Toronto FC,0,Sporting Kansas City,1,BMO Field
2012-08-18,Montreal Impact,3,San Jose Earthquakes,1,Saputo Stadium
2012-08-18,Chicago Fire,2,New England Revolution,1,Toyota Park
2012-08-18,Real Salt Lake,1,FC Dallas,2,Rio Tinto Stadium
2012-08-18,Colorado Rapids,1,CD Chivas USA,1,Dick's Sporting Goods Park
2012-08-19,D.C. United,1,Philadelphia Union,1,RFK Stadium
2012-08-19,New York Red Bulls,3,Portland Timbers,2,Red Bull Arena
2012-08-19,Houston Dynamo,2,Columbus Crew SC,2,BBVA Compass Stadium
2012-08-22,Columbus Crew SC,2,Toronto FC,1,Crew Stadium
2012-08-22,D.C. United,4,Chicago Fire,2,RFK Stadium
2012-08-24,Philadelphia Union,0,Real Salt Lake,0,Talen Energy Stadium
2012-08-25,Montreal Impact,3,D.C. United,0,Saputo Stadium
2012-08-25,Columbus Crew SC,4,New England Revolution,3,Crew Stadium
2012-08-25,Houston Dynamo,1,Toronto FC,1,BBVA Compass Stadium
2012-08-25,San Jose Earthquakes,4,Colorado Rapids,1,Buck Shaw Stadium
2012-08-25,CD Chivas USA,2,Seattle Sounders FC,6,The Home Depot Center
2012-08-25,Portland Timbers,2,Vancouver Whitecaps FC,1,JELD-WEN Field
2012-08-26,LA Galaxy,2,FC Dallas,0,The Home Depot Center
2012-08-26,Sporting Kansas City,1,New York Red Bulls,1,Livestrong Sporting Park
2012-08-29,New England Revolution,3,CD Chivas USA,3,Gillette Stadium
2012-08-29,Philadelphia Union,1,Columbus Crew SC,2,Talen Energy Stadium
2012-08-29,D.C. United,2,New York Red Bulls,2,RFK Stadium
2012-08-31,Portland Timbers,1,Colorado Rapids,0,JELD-WEN Field
2012-09-01,New England Revolution,0,Philadelphia Union,0,Gillette Stadium
2012-09-01,Columbus Crew SC,2,Montreal Impact,1,Crew Stadium
2012-09-01,Sporting Kansas City,2,Toronto FC,1,Livestrong Sporting Park
2012-09-01,Real Salt Lake,1,D.C. United,0,Rio Tinto Stadium
2012-09-01,LA Galaxy,2,Vancouver Whitecaps FC,0,The Home Depot Center
2012-09-02,FC Dallas,1,Seattle Sounders FC,1,FC Dallas Stadium
2012-09-02,Chicago Fire,3,Houston Dynamo,1,Toyota Park
2012-09-02,San Jose Earthquakes,4,CD Chivas USA,0,Buck Shaw Stadium
2012-09-05,New England Revolution,2,Columbus Crew SC,0,Gillette Stadium
2012-09-05,Colorado Rapids,3,Portland Timbers,0,Dick's Sporting Goods Park
2012-09-06,Houston Dynamo,1,Real Salt Lake,0,BBVA Compass Stadium
2012-09-08,Seattle Sounders FC,2,CD Chivas USA,1,CenturyLink Field
2012-09-12,Toronto FC,1,Chicago Fire,2,BMO Field
2012-09-14,Sporting Kansas City,1,Houston Dynamo,1,Livestrong Sporting Park
2012-09-14,LA Galaxy,2,Colorado Rapids,0,The Home Depot Center
2012-09-15,Toronto FC,1,Philadelphia Union,1,BMO Field
2012-09-15,Portland Timbers,1,Seattle Sounders FC,1,JELD-WEN Field
2012-09-15,New York Red Bulls,3,Columbus Crew SC,1,Red Bull Arena
2012-09-15,D.C. United,2,New England Revolution,1,RFK Stadium
2012-09-15,FC Dallas,1,Vancouver Whitecaps FC,0,FC Dallas Stadium
2012-09-15,Chicago Fire,3,Montreal Impact,1,Toyota Park
2012-09-15,CD Chivas USA,0,San Jose Earthquakes,2,The Home Depot Center
2012-09-19,New York Red Bulls,0,Sporting Kansas City,2,Red Bull Arena
2012-09-19,Columbus Crew SC,1,CD Chivas USA,0,Crew Stadium
2012-09-19,San Jose Earthquakes,2,Portland Timbers,2,Buck Shaw Stadium
2012-09-20,Philadelphia Union,0,D.C. United,1,Talen Energy Stadium
2012-09-22,Montreal Impact,0,Sporting Kansas City,0,Saputo Stadium
2012-09-22,New England Revolution,1,New York Red Bulls,1,Gillette Stadium
2012-09-22,Real Salt Lake,2,Portland Timbers,1,Rio Tinto Stadium
2012-09-22,Chicago Fire,2,Columbus Crew SC,1,Toyota Park
2012-09-22,Seattle Sounders FC,1,San Jose Earthquakes,2,CenturyLink Field
2012-09-22,LA Galaxy,4,Toronto FC,2,The Home Depot Center
2012-09-23,Philadelphia Union,3,Houston Dynamo,1,Talen Energy Stadium
2012-09-23,D.C. United,1,CD Chivas USA,0,RFK Stadium
2012-09-23,Vancouver Whitecaps FC,2,Colorado Rapids,2,BC Place
2012-09-28,Sporting Kansas City,2,Chicago Fire,0,Livestrong Sporting Park
2012-09-29,New York Red Bulls,4,Toronto FC,1,Red Bull Arena
2012-09-29,Columbus Crew SC,3,Philadelphia Union,2,Crew Stadium
2012-09-29,Houston Dynamo,2,New England Revolution,0,BBVA Compass Stadium
2012-09-29,Vancouver Whitecaps FC,0,Seattle Sounders FC,0,BC Place
2012-09-29,Portland Timbers,1,D.C. United,1,JELD-WEN Field
2012-09-29,CD Chivas USA,0,Real Salt Lake,4,Home Depot Center
2012-09-29,San Jose Earthquakes,3,FC Dallas,3,Buck Shaw Stadium
2012-09-30,Colorado Rapids,1,LA Galaxy,1,Dick's Sporting Goods Park
2012-10-03,Chicago Fire,1,Philadelphia Union,3,Toyota Park
2012-10-03,Vancouver Whitecaps FC,4,CD Chivas USA,0,BC Place
2012-10-06,Toronto FC,0,D.C. United,1,BMO Field
2012-10-06,New York Red Bulls,0,Chicago Fire,2,Red Bull Arena
2012-10-06,Philadelphia Union,1,New England Revolution,0,Talen Energy Stadium
2012-10-06,Houston Dynamo,1,Montreal Impact,1,BBVA Compass Stadium
2012-10-06,Colorado Rapids,1,San Jose Earthquakes,4,Dick's Sporting Goods Park
2012-10-06,LA Galaxy,1,Real Salt Lake,2,The Home Depot Center
2012-10-07,Columbus Crew SC,1,Sporting Kansas City,1,Crew Stadium
2012-10-07,CD Chivas USA,1,FC Dallas,1,Home Depot Center
2012-10-07,Seattle Sounders FC,3,Portland Timbers,0,CenturyLink Field
2012-10-17,Seattle Sounders FC,0,Real Salt Lake,0,CenturyLink Field
2012-10-20,Toronto FC,0,Montreal Impact,0,BMO Field
2012-10-20,New York Red Bulls,0,Sporting Kansas City,0,Red Bull Arena
2012-10-20,D.C. United,3,Columbus Crew SC,2,RFK Stadium
2012-10-20,Houston Dynamo,3,Philadelphia Union,1,BBVA Compass Stadium
2012-10-20,New England Revolution,1,Chicago Fire,0,Gillette Stadium
2012-10-20,CD Chivas USA,0,Colorado Rapids,2,The Home Depot Center
2012-10-21,Vancouver Whitecaps FC,0,Portland Timbers,1,BC Place
2012-10-21,San Jose Earthquakes,2,LA Galaxy,2,Buck Shaw Stadium
2012-10-21,Seattle Sounders FC,3,FC Dallas,1,CenturyLink Field
2012-10-24,Sporting Kansas City,2,Philadelphia Union,1,Livestrong Sporting Park
2012-10-27,Philadelphia Union,0,New York Red Bulls,3,Talen Energy Stadium
2012-10-27,Montreal Impact,0,New England Revolution,1,Saputo Stadium
2012-10-27,Chicago Fire,1,D.C. United,1,Toyota Park
2012-10-27,Portland Timbers,1,San Jose Earthquakes,1,JELD-WEN Field
2012-10-27,Real Salt Lake,0,Vancouver Whitecaps FC,0,Rio Tinto Stadium
2012-10-27,Colorado Rapids,2,Houston Dynamo,0,Dick's Sporting Goods Park
2012-10-28,Columbus Crew SC,2,Toronto FC,1,Crew Stadium
2012-10-28,FC Dallas,2,CD Chivas USA,2,FC Dallas Stadium
2012-10-28,LA Galaxy,1,Seattle Sounders FC,0,The Home Depot Center
