date,home,home_score,away,away_score,venue
2007-06-09,Chicago Fire,0,CD Chivas USA,1,Toyota Park
2007-06-09,FC Dallas,3,LA Galaxy,1,Pizza Hut Park
2007-06-10,D.C. United,4,New York Red Bulls,2,RFK Stadium
2007-06-10,Columbus Crew SC,1,Houston Dynamo,2,Columbus Crew Stadium
2007-06-14,Real Salt Lake,0,FC Dallas,1,Rice-Eccles Stadium
2007-06-16,New England Revolution,3,Columbus Crew SC,3,Gillette Stadium
2007-06-16,D.C. United,3,Chicago Fire,1,RFK Stadium
2007-06-16,New York Red Bulls,3,Sporting Kansas City,3,Giants Stadium
2007-06-16,CD Chivas USA,2,Colorado Rapids,0,The Home Depot Center
2007-06-17,Toronto FC,4,FC Dallas,0,BMO Field
2007-06-17,LA Galaxy,3,Real Salt Lake,2,The Home Depot Center
2007-06-20,Columbus Crew SC,2,Sporting Kansas City,1,Columbus Crew Stadium
2007-06-21,Houston Dynamo,4,CD Chivas USA,0,Robertson Stadium
2007-06-23,New England Revolution,3,Toronto FC,0,Gillette Stadium
2007-06-23,Colorado Rapids,0,FC Dallas,1,Dick's Sporting Goods Park
2007-06-23,Real Salt Lake,2,D.C. United,1,Rice-Eccles Stadium
2007-06-23,LA Galaxy,2,Columbus Crew SC,3,The Home Depot Center
2007-06-24,Sporting Kansas City,0,Houston Dynamo,1,Arrowhead Stadium
2007-06-28,D.C. United,4,Colorado Rapids,1,RFK Stadium
2007-06-30,FC Dallas,0,Houston Dynamo,0,Pizza Hut Park
2007-06-30,Columbus Crew SC,1,New York Red Bulls,0,Columbus Crew Stadium
2007-06-30,CD Chivas USA,2,New England Revolution,0,The Home Depot Center
2007-07-01,Chicago Fire,0,Colorado Rapids,0,Toyota Park
2007-07-01,Sporting Kansas City,1,Toronto FC,1,Arrowhead Stadium
2007-07-04,Sporting Kansas City,0,D.C. United,1,Arrowhead Stadium
2007-07-04,FC Dallas,2,CD Chivas USA,0,Pizza Hut Park
2007-07-04,Colorado Rapids,0,Columbus Crew SC,0,Dick's Sporting Goods Park
2007-07-04,Real Salt Lake,1,Toronto FC,2,Rice-Eccles Stadium
2007-07-04,LA Galaxy,2,Chicago Fire,0,The Home Depot Center
2007-07-05,Houston Dynamo,4,New York Red Bulls,0,Robertson Stadium
2007-07-07,Columbus Crew SC,2,Real Salt Lake,0,Columbus Crew Stadium
2007-07-07,New England Revolution,1,CD Chivas USA,1,Gillette Stadium
2007-07-07,Chicago Fire,1,Toronto FC,1,Toyota Park
2007-07-07,LA Galaxy,2,Sporting Kansas City,2,The Home Depot Center
2007-07-08,Colorado Rapids,0,New York Red Bulls,1,Dick's Sporting Goods Park
2007-07-08,Houston Dynamo,1,D.C. United,0,Robertson Stadium
2007-07-12,Chicago Fire,0,Houston Dynamo,4,Toyota Park
2007-07-14,New York Red Bulls,0,New England Revolution,1,Giants Stadium
2007-07-14,D.C. United,3,FC Dallas,3,RFK Stadium
2007-07-14,Sporting Kansas City,1,Real Salt Lake,0,Arrowhead Stadium
2007-07-14,CD Chivas USA,2,Columbus Crew SC,1,The Home Depot Center
2007-07-15,Houston Dynamo,0,Toronto FC,0,Robertson Stadium
2007-07-22,New England Revolution,3,Houston Dynamo,3,Gillette Stadium
2007-07-22,New York Red Bulls,1,D.C. United,0,Giants Stadium
2007-07-22,Columbus Crew SC,2,Toronto FC,0,Columbus Crew Stadium
2007-07-22,Sporting Kansas City,2,Colorado Rapids,2,Arrowhead Stadium
2007-07-26,New York Red Bulls,0,CD Chivas USA,2,Giants Stadium
2007-07-28,Real Salt Lake,1,New England Revolution,2,Rice-Eccles Stadium
2007-07-29,Toronto FC,0,Chicago Fire,3,BMO Field
2007-07-29,Sporting Kansas City,3,CD Chivas USA,2,Arrowhead Stadium
2007-08-02,New England Revolution,2,Sporting Kansas City,0,Gillette Stadium
2007-08-04,Chicago Fire,0,Columbus Crew SC,0,Toyota Park
2007-08-04,FC Dallas,1,Colorado Rapids,0,Pizza Hut Park
2007-08-04,Real Salt Lake,1,Houston Dynamo,0,Rice-Eccles Stadium
2007-08-05,New England Revolution,0,D.C. United,3,Gillette Stadium
2007-08-05,Toronto FC,0,LA Galaxy,0,BMO Field
2007-08-09,D.C. United,1,LA Galaxy,0,RFK Stadium
2007-08-11,FC Dallas,3,Columbus Crew SC,2,Pizza Hut Park
2007-08-11,Colorado Rapids,1,Houston Dynamo,0,Dick's Sporting Goods Park
2007-08-12,New York Red Bulls,3,Toronto FC,0,Giants Stadium
2007-08-12,New England Revolution,1,LA Galaxy,0,Gillette Stadium
2007-08-16,Colorado Rapids,3,New England Revolution,0,Dick's Sporting Goods Park
2007-08-18,Toronto FC,0,CD Chivas USA,2,BMO Field
2007-08-18,Columbus Crew SC,0,D.C. United,2,Columbus Crew Stadium
2007-08-18,New York Red Bulls,5,LA Galaxy,4,Giants Stadium
2007-08-18,Real Salt Lake,0,Chicago Fire,2,Rice-Eccles Stadium
2007-08-19,Houston Dynamo,1,FC Dallas,0,Robertson Stadium
2007-08-19,Sporting Kansas City,0,New England Revolution,1,Arrowhead Stadium
2007-08-22,D.C. United,3,New York Red Bulls,1,RFK Stadium
2007-08-22,Sporting Kansas City,3,Chicago Fire,2,Arrowhead Stadium
2007-08-23,LA Galaxy,0,CD Chivas USA,3,The Home Depot Center
2007-08-25,New England Revolution,2,New York Red Bulls,1,Gillette Stadium
2007-08-25,Toronto FC,0,D.C. United,1,BMO Field
2007-08-25,Chicago Fire,2,Sporting Kansas City,0,Toyota Park
2007-08-25,Houston Dynamo,1,Columbus Crew SC,1,Robertson Stadium
2007-08-26,Colorado Rapids,3,LA Galaxy,0,Dick's Sporting Goods Park
2007-08-26,CD Chivas USA,1,Real Salt Lake,0,The Home Depot Center
2007-08-29,Real Salt Lake,3,Sporting Kansas City,1,Rice-Eccles Stadium
2007-09-01,New York Red Bulls,1,Chicago Fire,0,Giants Stadium
2007-09-01,FC Dallas,0,D.C. United,4,Pizza Hut Park
2007-09-01,Houston Dynamo,1,Sporting Kansas City,1,Robertson Stadium
2007-09-01,LA Galaxy,1,Real Salt Lake,2,The Home Depot Center
2007-09-02,Columbus Crew SC,1,Colorado Rapids,1,Columbus Crew Stadium
2007-09-06,CD Chivas USA,2,D.C. United,2,The Home Depot Center
2007-09-08,Columbus Crew SC,0,Chicago Fire,1,Columbus Crew Stadium
2007-09-08,FC Dallas,2,Toronto FC,0,Pizza Hut Park
2007-09-08,Houston Dynamo,4,Real Salt Lake,3,Robertson Stadium
2007-09-08,LA Galaxy,3,Colorado Rapids,1,The Home Depot Center
2007-09-09,D.C. United,4,New England Revolution,2,RFK Stadium
2007-09-09,CD Chivas USA,3,New York Red Bulls,0,The Home Depot Center
2007-09-12,D.C. United,2,Real Salt Lake,1,RFK Stadium
2007-09-13,CD Chivas USA,3,LA Galaxy,0,The Home Depot Center
2007-09-15,Toronto FC,0,Real Salt Lake,0,BMO Field
2007-09-15,New England Revolution,4,FC Dallas,2,Gillette Stadium
2007-09-15,Sporting Kansas City,3,Columbus Crew SC,2,Arrowhead Stadium
2007-09-15,Chicago Fire,2,New York Red Bulls,2,Toyota Park
2007-09-16,Colorado Rapids,1,CD Chivas USA,1,Dick's Sporting Goods Park
2007-09-16,LA Galaxy,1,Houston Dynamo,3,The Home Depot Center
2007-09-19,Real Salt Lake,2,LA Galaxy,2,Rice-Eccles Stadium
2007-09-20,FC Dallas,1,Chicago Fire,1,Pizza Hut Park
2007-09-22,Toronto FC,1,Columbus Crew SC,2,BMO Field
2007-09-22,New York Red Bulls,2,New England Revolution,2,Giants Stadium
2007-09-22,Real Salt Lake,1,Colorado Rapids,0,Rice-Eccles Stadium
2007-09-22,CD Chivas USA,2,Sporting Kansas City,1,The Home Depot Center
2007-09-23,Chicago Fire,1,D.C. United,1,Toyota Park
2007-09-23,LA Galaxy,2,FC Dallas,1,The Home Depot Center
2007-09-27,Sporting Kansas City,0,LA Galaxy,1,Arrowhead Stadium
2007-09-29,New England Revolution,1,Colorado Rapids,0,Gillette Stadium
2007-09-29,New York Red Bulls,2,Real Salt Lake,2,Giants Stadium
2007-09-29,D.C. United,4,Toronto FC,1,RFK Stadium
2007-09-29,CD Chivas USA,1,Chicago Fire,1,The Home Depot Center
2007-09-30,FC Dallas,0,Houston Dynamo,3,Pizza Hut Park
2007-09-30,Columbus Crew SC,1,LA Galaxy,2,Columbus Crew Stadium
2007-10-04,Toronto FC,2,New York Red Bulls,1,BMO Field
2007-10-05,Sporting Kansas City,1,D.C. United,1,Arrowhead Stadium
2007-10-06,Columbus Crew SC,1,FC Dallas,3,Columbus Crew Stadium
2007-10-06,Chicago Fire,2,New England Revolution,1,Toyota Park
2007-10-06,Real Salt Lake,2,CD Chivas USA,3,Rice-Eccles Stadium
2007-10-07,Houston Dynamo,1,LA Galaxy,2,Robertson Stadium
2007-10-07,Colorado Rapids,1,Toronto FC,0,Dick's Sporting Goods Park
2007-10-11,FC Dallas,0,CD Chivas USA,0,Pizza Hut Park
2007-10-13,D.C. United,0,Chicago Fire,0,RFK Stadium
2007-10-13,New England Revolution,2,Columbus Crew SC,3,Gillette Stadium
2007-10-13,New York Red Bulls,2,Sporting Kansas City,1,Giants Stadium
2007-10-13,LA Galaxy,2,Toronto FC,1,The Home Depot Center
2007-10-14,CD Chivas USA,1,Colorado Rapids,2,The Home Depot Center
2007-10-15,Real Salt Lake,0,Houston Dynamo,1,Rice-Eccles Stadium
2007-10-18,LA Galaxy,1,New York Red Bulls,1,The Home Depot Center
2007-10-20,Toronto FC,2,New England Revolution,2,BMO Field
2007-10-20,D.C. United,2,Columbus Crew SC,3,RFK Stadium
2007-10-20,FC Dallas,0,Sporting Kansas City,2,Pizza Hut Park
2007-10-20,Colorado Rapids,0,Real Salt Lake,1,Dick's Sporting Goods Park
2007-10-20,CD Chivas USA,0,Houston Dynamo,0,The Home Depot Center
2007-10-21,Chicago Fire,1,LA Galaxy,0,Toyota Park
