date,home,home_score,away,away_score,venue
2004-09-18,Sporting Kansas City,1,San Jose Earthquakes,0,Arrowhead Stadium
2004-09-25,Columbus Crew SC,1,D.C. United,0,Columbus Crew Stadium
2004-09-25,Sporting Kansas City,1,Colorado Rapids,0,Arrowhead Stadium
2004-09-25,FC Dallas,0,New York Red Bulls,2,Cotton Bowl
2004-09-25,Chicago Fire,2,New England Revolution,0,Soldier Field
2004-09-25,San Jose Earthquakes,0,LA Galaxy,0,Spartan Stadium
2004-10-02,New York Red Bulls,0,D.C. United,1,Giants Stadium
2004-10-02,New England Revolution,2,FC Dallas,0,Gillette Stadium
2004-10-02,Columbus Crew SC,3,Chicago Fire,3,Columbus Crew Stadium
2004-10-02,Colorado Rapids,1,San Jose Earthquakes,1,Invesco Field at Mile High
2004-10-02,LA Galaxy,1,Sporting Kansas City,1,The Home Depot Center
2004-10-06,Chicago Fire,0,Columbus Crew SC,1,Soldier Field
2004-10-09,New York Red Bulls,1,Columbus Crew SC,1,Giants Stadium
2004-10-09,D.C. United,1,New England Revolution,0,RFK Stadium
2004-10-09,LA Galaxy,2,FC Dallas,0,The Home Depot Center
2004-10-09,San Jose Earthquakes,0,Sporting Kansas City,0,Spartan Stadium
2004-10-16,New England Revolution,2,Chicago Fire,1,Gillette Stadium
2004-10-16,Sporting Kansas City,1,LA Galaxy,0,Arrowhead Stadium
2004-10-16,FC Dallas,2,San Jose Earthquakes,2,Cotton Bowl
2004-10-16,Colorado Rapids,1,Columbus Crew SC,1,Invesco Field at Mile High
2004-10-17,D.C. United,3,New York Red Bulls,2,RFK Stadium
