date,home,home_score,away,away_score,venue
2013-03-23,San Jose Earthquakes,1,Seattle Sounders FC,0,Buck Shaw Stadium
2013-03-23,LA Galaxy,1,Colorado Rapids,0,The Home Depot Center
2013-03-24,Chicago Fire,1,CD Chivas USA,4,Toyota Park
2013-03-30,Toronto FC,2,LA Galaxy,2,BMO Field
2013-03-30,New York Red Bulls,2,Philadelphia Union,1,Red Bull Arena
2013-03-30,New England Revolution,0,FC Dallas,1,Gillette Stadium
2013-03-30,Colorado Rapids,2,Portland Timbers,2,Dick's Sporting Goods Park
2013-03-30,Houston Dynamo,2,San Jose Earthquakes,0,BBVA Compass Stadium
2013-03-30,Sporting Kansas City,2,Montreal Impact,0,Sporting Park 
2013-03-30,Real Salt Lake,2,Seattle Sounders FC,1,Rio Tinto Stadium
2013-03-30,CD Chivas USA,2,Vancouver Whitecaps FC,1,The Home Depot Center
2013-04-05,Sporting Kansas City,1,D.C. United,0,
2013-04-06,Toronto FC,2,FC Dallas,2,BMO Field
2013-04-06,Columbus Crew SC,1,Philadelphia Union,1,Columbus Crew Stadium
2013-04-06,Colorado Rapids,1,Real Salt Lake,0,Dick's Sporting Goods Park
2013-04-06,Portland Timbers,2,Houston Dynamo,0,JELD-WEN Field
2013-04-06,San Jose Earthquakes,1,Vancouver Whitecaps FC,1,Buck Shaw Stadium
2013-04-07,Chicago Fire,3,New York Red Bulls,1,Toyota Park
2013-04-13,Vancouver Whitecaps FC,1,Real Salt Lake,1,BC Place
2013-04-13,Seattle Sounders FC,0,New England Revolution,0,
2013-04-13,Philadelphia Union,1,Toronto FC,1,Talen Energy Stadium
2013-04-13,D.C. United,0,New York Red Bulls,2,RFK Stadium
2013-04-13,FC Dallas,1,LA Galaxy,0,FC Dallas Stadium
2013-04-13,CD Chivas USA,0,Colorado Rapids,1,The Home Depot Center
2013-04-14,Montreal Impact,1,Columbus Crew SC,1,
2013-04-14,Houston Dynamo,2,Chicago Fire,1,BBVA Compass Stadium
2013-04-14,Portland Timbers,1,San Jose Earthquakes,0,JELD-WEN Field
2013-04-17,New York Red Bulls,0,Sporting Kansas City,1,Red Bull Arena
2013-04-20,Toronto FC,1,Houston Dynamo,1,BMO Field
2013-04-20,Colorado Rapids,0,Seattle Sounders FC,1,Dick's Sporting Goods Park
2013-04-20,New York Red Bulls,4,New England Revolution,1,Red Bull Arena
2013-04-20,FC Dallas,2,Vancouver Whitecaps FC,0,FC Dallas Stadium
2013-04-20,Chicago Fire,1,Columbus Crew SC,0,Toyota Park
2013-04-20,Real Salt Lake,1,CD Chivas USA,0,Rio Tinto Stadium
2013-04-20,LA Galaxy,2,Sporting Kansas City,0,The Home Depot Center
2013-04-21,D.C. United,2,Philadelphia Union,3,RFK Stadium
2013-04-21,San Jose Earthquakes,1,Portland Timbers,1,Buck Shaw Stadium
2013-04-27,Toronto FC,1,New York Red Bulls,2,BMO Field
2013-04-27,Montreal Impact,2,Chicago Fire,0,
2013-04-27,Vancouver Whitecaps FC,2,FC Dallas,2,BC Place
2013-04-27,New England Revolution,2,Philadelphia Union,0,Gillette Stadium
2013-04-27,Columbus Crew SC,3,D.C. United,0,Columbus Crew Stadium
2013-04-27,Sporting Kansas City,2,Portland Timbers,3,
2013-04-27,Real Salt Lake,0,LA Galaxy,2,Rio Tinto Stadium
2013-04-27,CD Chivas USA,2,San Jose Earthquakes,2,The Home Depot Center
2013-04-28,Houston Dynamo,1,Colorado Rapids,1,BBVA Compass Stadium
2013-05-02,Portland Timbers,0,New England Revolution,0,JELD-WEN Field
2013-05-04,Philadelphia Union,2,Seattle Sounders FC,2,Talen Energy Stadium
2013-05-04,Columbus Crew SC,0,New York Red Bulls,1,Columbus Crew Stadium
2013-05-04,San Jose Earthquakes,2,Montreal Impact,2,Buck Shaw Stadium
2013-05-04,Colorado Rapids,1,Toronto FC,0,Dick's Sporting Goods Park
2013-05-04,Real Salt Lake,2,Vancouver Whitecaps FC,0,Rio Tinto Stadium
2013-05-05,Sporting Kansas City,4,CD Chivas USA,0,
2013-05-05,LA Galaxy,0,Houston Dynamo,1,The Home Depot Center
2013-05-08,D.C. United,0,Houston Dynamo,4,RFK Stadium
2013-05-08,New York Red Bulls,2,Montreal Impact,1,Red Bull Arena
2013-05-08,New England Revolution,1,Real Salt Lake,2,Gillette Stadium
2013-05-08,Sporting Kansas City,0,Seattle Sounders FC,1,
2013-05-08,FC Dallas,1,Portland Timbers,1,FC Dallas Stadium
2013-05-08,San Jose Earthquakes,2,Toronto FC,1,Buck Shaw Stadium
2013-05-11,Chicago Fire,0,Philadelphia Union,1,Toyota Park
2013-05-11,Montreal Impact,3,Real Salt Lake,2,
2013-05-11,Seattle Sounders FC,4,San Jose Earthquakes,0,
2013-05-11,Vancouver Whitecaps FC,3,LA Galaxy,1,BC Place
2013-05-11,Columbus Crew SC,0,Colorado Rapids,2,Columbus Crew Stadium
2013-05-11,New England Revolution,1,New York Red Bulls,1,Gillette Stadium
2013-05-11,FC Dallas,2,D.C. United,1,FC Dallas Stadium
2013-05-12,Portland Timbers,3,CD Chivas USA,0,JELD-WEN Field
2013-05-12,Houston Dynamo,0,Sporting Kansas City,1,BBVA Compass Stadium
2013-05-15,Philadelphia Union,1,LA Galaxy,4,Talen Energy Stadium
2013-05-18,Toronto FC,0,Columbus Crew SC,1,BMO Field
2013-05-18,Vancouver Whitecaps FC,2,Portland Timbers,2,BC Place
2013-05-18,Philadelphia Union,1,Chicago Fire,0,Talen Energy Stadium
2013-05-18,Houston Dynamo,0,New England Revolution,2,BBVA Compass Stadium
2013-05-18,San Jose Earthquakes,1,Colorado Rapids,1,Buck Shaw Stadium
2013-05-18,Seattle Sounders FC,4,FC Dallas,2,
2013-05-19,New York Red Bulls,1,LA Galaxy,0,Red Bull Arena
2013-05-19,D.C. United,1,Sporting Kansas City,1,RFK Stadium
2013-05-19,CD Chivas USA,1,Real Salt Lake,4,The Home Depot Center
2013-05-25,D.C. United,0,Portland Timbers,2,RFK Stadium
2013-05-25,Montreal Impact,5,Philadelphia Union,3,
2013-05-25,New England Revolution,2,Toronto FC,0,Gillette Stadium
2013-05-25,FC Dallas,1,San Jose Earthquakes,0,FC Dallas Stadium
2013-05-25,Colorado Rapids,2,CD Chivas USA,0,Dick's Sporting Goods Park
2013-05-25,Real Salt Lake,1,Chicago Fire,1,Rio Tinto Stadium
2013-05-26,Sporting Kansas City,1,Houston Dynamo,1,
2013-05-26,New York Red Bulls,2,Columbus Crew SC,2,Red Bull Arena
2013-05-26,LA Galaxy,4,Seattle Sounders FC,0,The Home Depot Center
2013-06-01,Toronto FC,1,Philadelphia Union,1,BMO Field
2013-06-01,New York Red Bulls,1,Vancouver Whitecaps FC,2,Red Bull Arena
2013-06-01,Columbus Crew SC,1,Houston Dynamo,1,Columbus Crew Stadium
2013-06-01,Sporting Kansas City,1,Montreal Impact,2,
2013-06-01,Colorado Rapids,2,FC Dallas,2,Dick's Sporting Goods Park
2013-06-01,Real Salt Lake,3,San Jose Earthquakes,0,Rio Tinto Stadium
2013-06-01,CD Chivas USA,0,Seattle Sounders FC,2,The Home Depot Center
2013-06-02,New England Revolution,5,LA Galaxy,0,Gillette Stadium
2013-06-02,Chicago Fire,2,D.C. United,0,Toyota Park
2013-06-05,Philadelphia Union,3,Columbus Crew SC,0,Talen Energy Stadium
2013-06-08,New England Revolution,0,D.C. United,0,Gillette Stadium
2013-06-08,Chicago Fire,2,Portland Timbers,2,Toyota Park
2013-06-08,Real Salt Lake,3,LA Galaxy,1,Rio Tinto Stadium
2013-06-08,Seattle Sounders FC,3,Vancouver Whitecaps FC,2,
2013-06-15,Portland Timbers,1,FC Dallas,0,JELD-WEN Field
2013-06-15,D.C. United,1,Toronto FC,2,RFK Stadium
2013-06-15,Columbus Crew SC,2,Montreal Impact,0,Columbus Crew Stadium
2013-06-15,Colorado Rapids,1,San Jose Earthquakes,2,Dick's Sporting Goods Park
2013-06-15,Vancouver Whitecaps FC,4,New England Revolution,3,BC Place
2013-06-19,Montreal Impact,2,Houston Dynamo,0,
2013-06-19,Chicago Fire,2,Colorado Rapids,1,Toyota Park
2013-06-19,Vancouver Whitecaps FC,3,CD Chivas USA,1,BC Place
2013-06-19,LA Galaxy,0,Portland Timbers,0,StubHub Center
2013-06-22,D.C. United,1,San Jose Earthquakes,0,RFK Stadium
2013-06-22,Columbus Crew SC,1,Chicago Fire,2,Columbus Crew Stadium
2013-06-22,FC Dallas,2,Sporting Kansas City,2,FC Dallas Stadium
2013-06-22,Houston Dynamo,0,Toronto FC,0,BBVA Compass Stadium
2013-06-22,Real Salt Lake,2,Seattle Sounders FC,0,Rio Tinto Stadium
2013-06-23,Philadelphia Union,3,New York Red Bulls,0,Talen Energy Stadium
2013-06-23,Portland Timbers,3,Colorado Rapids,0,JELD-WEN Field
2013-06-23,CD Chivas USA,0,LA Galaxy,1,StubHub Center
2013-06-29,Toronto FC,0,Real Salt Lake,1,BMO Field
2013-06-29,Philadelphia Union,2,FC Dallas,2,Talen Energy Stadium
2013-06-29,Montreal Impact,3,Colorado Rapids,4,
2013-06-29,D.C. United,0,Vancouver Whitecaps FC,1,RFK Stadium
2013-06-29,Sporting Kansas City,3,Columbus Crew SC,2,
2013-06-29,San Jose Earthquakes,3,LA Galaxy,2,Stanford Stadium
2013-06-29,CD Chivas USA,1,New England Revolution,1,StubHub Center
2013-06-30,New York Red Bulls,2,Houston Dynamo,0,Red Bull Arena
2013-07-03,Toronto FC,3,Montreal Impact,3,BMO Field
2013-07-03,Chicago Fire,3,San Jose Earthquakes,2,Toyota Park
2013-07-03,Sporting Kansas City,1,Vancouver Whitecaps FC,1,
2013-07-03,Seattle Sounders FC,2,D.C. United,0,
2013-07-03,Real Salt Lake,2,Philadelphia Union,2,Rio Tinto Stadium
2013-07-04,FC Dallas,0,CD Chivas USA,0,FC Dallas Stadium
2013-07-04,Colorado Rapids,2,New York Red Bulls,0,Dick's Sporting Goods Park
2013-07-04,LA Galaxy,2,Columbus Crew SC,1,StubHub Center
2013-07-06,New England Revolution,2,San Jose Earthquakes,0,Gillette Stadium
2013-07-06,Houston Dynamo,1,Philadelphia Union,0,BBVA Compass Stadium
2013-07-06,Vancouver Whitecaps FC,2,Seattle Sounders FC,0,BC Place
2013-07-07,Chicago Fire,1,Sporting Kansas City,2,Toyota Park
2013-07-07,Columbus Crew SC,1,Portland Timbers,0,Columbus Crew Stadium
2013-07-07,Montreal Impact,1,CD Chivas USA,1,Saputo Stadium
2013-07-07,Colorado Rapids,0,D.C. United,0,Dick's Sporting Goods Park
2013-07-07,LA Galaxy,2,FC Dallas,0,StubHub Center
2013-07-12,Philadelphia Union,3,CD Chivas USA,1,Talen Energy Stadium
2013-07-13,New York Red Bulls,4,Montreal Impact,0,Red Bull Arena
2013-07-13,New England Revolution,1,Houston Dynamo,2,Gillette Stadium
2013-07-13,Sporting Kansas City,3,Toronto FC,0,
2013-07-13,FC Dallas,0,Real Salt Lake,3,FC Dallas Stadium
2013-07-13,San Jose Earthquakes,1,Seattle Sounders FC,0,Buck Shaw Stadium
2013-07-13,Portland Timbers,2,LA Galaxy,1,JELD-WEN Field
2013-07-14,Vancouver Whitecaps FC,3,Chicago Fire,1,BC Place
2013-07-17,Colorado Rapids,2,New England Revolution,1,Dick's Sporting Goods Park
2013-07-17,CD Chivas USA,1,Toronto FC,0,StubHub Center
2013-07-20,Toronto FC,0,New York Red Bulls,0,BMO Field
2013-07-20,Seattle Sounders FC,1,Colorado Rapids,1,
2013-07-20,Montreal Impact,0,FC Dallas,0,
2013-07-20,Philadelphia Union,0,Portland Timbers,0,Talen Energy Stadium
2013-07-20,Columbus Crew SC,0,New England Revolution,2,Columbus Crew Stadium
2013-07-20,Chicago Fire,4,D.C. United,1,Toyota Park
2013-07-20,Real Salt Lake,1,Sporting Kansas City,2,Rio Tinto Stadium
2013-07-20,LA Galaxy,2,Vancouver Whitecaps FC,1,StubHub Center
2013-07-27,Toronto FC,2,Columbus Crew SC,1,BMO Field
2013-07-27,New York Red Bulls,4,Real Salt Lake,3,Red Bull Arena
2013-07-27,Montreal Impact,1,Sporting Kansas City,0,
2013-07-27,Vancouver Whitecaps FC,0,Philadelphia Union,1,BC Place
2013-07-27,D.C. United,1,New England Revolution,2,RFK Stadium
2013-07-27,Colorado Rapids,2,LA Galaxy,0,Dick's Sporting Goods Park
2013-07-27,Houston Dynamo,1,Chicago Fire,1,BBVA Compass Stadium
2013-07-27,San Jose Earthquakes,2,Portland Timbers,1,Buck Shaw Stadium
2013-07-28,Seattle Sounders FC,2,CD Chivas USA,1,
2013-08-03,Sporting Kansas City,2,New York Red Bulls,3,
2013-08-03,D.C. United,3,Montreal Impact,1,RFK Stadium
2013-08-03,Philadelphia Union,1,Chicago Fire,2,Talen Energy Stadium
2013-08-03,Colorado Rapids,2,Real Salt Lake,2,Dick's Sporting Goods Park
2013-08-03,Houston Dynamo,3,Columbus Crew SC,1,BBVA Compass Stadium
2013-08-03,San Jose Earthquakes,2,CD Chivas USA,0,Buck Shaw Stadium
2013-08-03,Seattle Sounders FC,3,FC Dallas,0,
2013-08-03,Portland Timbers,1,Vancouver Whitecaps FC,1,JELD-WEN Field
2013-08-04,New England Revolution,0,Toronto FC,1,Gillette Stadium
2013-08-10,Toronto FC,1,Seattle Sounders FC,2,BMO Field
2013-08-10,Columbus Crew SC,2,New York Red Bulls,0,Columbus Crew Stadium
2013-08-10,Vancouver Whitecaps FC,2,San Jose Earthquakes,0,BC Place
2013-08-10,Philadelphia Union,2,D.C. United,0,Talen Energy Stadium
2013-08-10,Chicago Fire,2,Montreal Impact,1,Toyota Park
2013-08-10,Sporting Kansas City,3,New England Revolution,0,
2013-08-10,Real Salt Lake,1,Houston Dynamo,0,Rio Tinto Stadium
2013-08-11,FC Dallas,3,LA Galaxy,3,FC Dallas Stadium
2013-08-11,CD Chivas USA,1,Colorado Rapids,1,StubHub Center
2013-08-17,Montreal Impact,2,D.C. United,1,
2013-08-17,Columbus Crew SC,2,Toronto FC,0,Columbus Crew Stadium
2013-08-17,New England Revolution,2,Chicago Fire,0,Gillette Stadium
2013-08-17,New York Red Bulls,0,Philadelphia Union,0,Red Bull Arena
2013-08-17,Houston Dynamo,3,Seattle Sounders FC,1,BBVA Compass Stadium
2013-08-17,Colorado Rapids,2,Vancouver Whitecaps FC,0,Dick's Sporting Goods Park
2013-08-17,LA Galaxy,4,Real Salt Lake,2,StubHub Center
2013-08-17,Portland Timbers,2,FC Dallas,1,JELD-WEN Field
2013-08-18,San Jose Earthquakes,1,Sporting Kansas City,0,Buck Shaw Stadium
2013-08-21,CD Chivas USA,1,FC Dallas,3,StubHub Center
2013-08-21,Portland Timbers,3,Real Salt Lake,3,JELD-WEN Field
2013-08-23,Chicago Fire,1,Sporting Kansas City,0,Toyota Park
2013-08-24,D.C. United,1,Toronto FC,1,RFK Stadium
2013-08-24,Montreal Impact,5,Houston Dynamo,0,
2013-08-24,Vancouver Whitecaps FC,0,LA Galaxy,1,BC Place
2013-08-24,FC Dallas,2,San Jose Earthquakes,2,FC Dallas Stadium
2013-08-24,Real Salt Lake,4,Columbus Crew SC,0,Rio Tinto Stadium
2013-08-25,CD Chivas USA,3,New York Red Bulls,2,StubHub Center
2013-08-25,New England Revolution,5,Philadelphia Union,1,Gillette Stadium
2013-08-25,Seattle Sounders FC,1,Portland Timbers,0,
2013-08-30,Toronto FC,1,New England Revolution,1,BMO Field
2013-08-30,Real Salt Lake,4,Portland Timbers,2,Rio Tinto Stadium
2013-08-31,Columbus Crew SC,0,Seattle Sounders FC,1,Columbus Crew Stadium
2013-08-31,Philadelphia Union,0,Montreal Impact,0,Talen Energy Stadium
2013-08-31,New York Red Bulls,2,D.C. United,1,Red Bull Arena
2013-08-31,Sporting Kansas City,2,Colorado Rapids,1,
2013-08-31,LA Galaxy,3,San Jose Earthquakes,0,StubHub Center
2013-09-01,Chicago Fire,1,Houston Dynamo,1,Toyota Park
2013-09-01,Vancouver Whitecaps FC,2,CD Chivas USA,2,BC Place
2013-09-04,Columbus Crew SC,2,Houston Dynamo,0,Columbus Crew Stadium
2013-09-04,Seattle Sounders FC,1,CD Chivas USA,0,
2013-09-07,Sporting Kansas City,3,Columbus Crew SC,0,
2013-09-07,FC Dallas,3,Vancouver Whitecaps FC,1,FC Dallas Stadium
2013-09-07,Seattle Sounders FC,2,Chicago Fire,1,
2013-09-07,LA Galaxy,0,Colorado Rapids,1,StubHub Center
2013-09-07,Portland Timbers,4,Toronto FC,0,JELD-WEN Field
2013-09-08,Houston Dynamo,1,New York Red Bulls,4,BBVA Compass Stadium
2013-09-08,New England Revolution,2,Montreal Impact,4,Gillette Stadium
2013-09-08,CD Chivas USA,1,D.C. United,0,StubHub Center
2013-09-08,San Jose Earthquakes,1,Philadelphia Union,0,Buck Shaw Stadium
2013-09-11,Toronto FC,1,Chicago Fire,1,BMO Field
2013-09-13,Seattle Sounders FC,2,Real Salt Lake,0,
2013-09-14,Montreal Impact,1,Columbus Crew SC,2,
2013-09-14,D.C. United,2,LA Galaxy,2,RFK Stadium
2013-09-14,New York Red Bulls,2,Toronto FC,0,Red Bull Arena
2013-09-14,Philadelphia Union,0,Houston Dynamo,1,Talen Energy Stadium
2013-09-14,Chicago Fire,3,New England Revolution,2,Toyota Park
2013-09-14,Colorado Rapids,2,FC Dallas,1,Dick's Sporting Goods Park
2013-09-14,San Jose Earthquakes,0,Vancouver Whitecaps FC,0,Buck Shaw Stadium
2013-09-14,CD Chivas USA,1,Portland Timbers,1,StubHub Center
2013-09-20,Portland Timbers,1,Colorado Rapids,0,JELD-WEN Field
2013-09-21,Montreal Impact,0,Vancouver Whitecaps FC,3,
2013-09-21,Toronto FC,1,Sporting Kansas City,2,BMO Field
2013-09-21,New England Revolution,2,D.C. United,1,Gillette Stadium
2013-09-21,Columbus Crew SC,3,Chicago Fire,0,Columbus Crew Stadium
2013-09-21,Houston Dynamo,5,CD Chivas USA,1,BBVA Compass Stadium
2013-09-21,Real Salt Lake,1,San Jose Earthquakes,2,Rio Tinto Stadium
2013-09-21,LA Galaxy,1,Seattle Sounders FC,1,StubHub Center
2013-09-22,New York Red Bulls,1,FC Dallas,0,Red Bull Arena
2013-09-27,Sporting Kansas City,0,Philadelphia Union,1,
2013-09-28,Toronto FC,4,D.C. United,1,BMO Field
2013-09-28,Vancouver Whitecaps FC,0,Real Salt Lake,1,BC Place
2013-09-28,New England Revolution,1,Houston Dynamo,1,Gillette Stadium
2013-09-28,Chicago Fire,2,Montreal Impact,2,Toyota Park
2013-09-29,Portland Timbers,1,LA Galaxy,0,JELD-WEN Field
2013-09-29,FC Dallas,2,Columbus Crew SC,4,Toyota Stadium
2013-09-29,Seattle Sounders FC,1,New York Red Bulls,1,
2013-09-29,CD Chivas USA,0,San Jose Earthquakes,1,StubHub Center
2013-10-04,D.C. United,0,Chicago Fire,3,RFK Stadium
2013-10-04,Houston Dynamo,1,Montreal Impact,0,BBVA Compass Stadium
2013-10-05,New York Red Bulls,2,New England Revolution,2,Red Bull Arena
2013-10-05,Columbus Crew SC,0,Sporting Kansas City,1,Columbus Crew Stadium
2013-10-05,Philadelphia Union,1,Toronto FC,0,Talen Energy Stadium
2013-10-05,Real Salt Lake,1,FC Dallas,1,Rio Tinto Stadium
2013-10-05,Colorado Rapids,5,Seattle Sounders FC,1,Dick's Sporting Goods Park
2013-10-06,LA Galaxy,5,CD Chivas USA,0,StubHub Center
2013-10-06,Vancouver Whitecaps FC,2,Portland Timbers,2,BC Place
2013-10-09,Houston Dynamo,0,Sporting Kansas City,0,BBVA Compass Stadium
2013-10-09,Seattle Sounders FC,1,Vancouver Whitecaps FC,4,
2013-10-09,San Jose Earthquakes,1,Colorado Rapids,0,Buck Shaw Stadium
2013-10-12,Montreal Impact,0,New England Revolution,1,
2013-10-12,D.C. United,1,Philadelphia Union,1,RFK Stadium
2013-10-12,FC Dallas,2,Chicago Fire,3,Toyota Stadium
2013-10-13,Portland Timbers,1,Seattle Sounders FC,0,JELD-WEN Field
2013-10-16,LA Galaxy,1,Montreal Impact,0,StubHub Center
2013-10-18,Sporting Kansas City,1,D.C. United,0,
2013-10-18,Colorado Rapids,3,Vancouver Whitecaps FC,2,Dick's Sporting Goods Park
2013-10-19,Montreal Impact,2,Philadelphia Union,1,
2013-10-19,FC Dallas,2,Seattle Sounders FC,0,Toyota Stadium
2013-10-19,New England Revolution,3,Columbus Crew SC,2,Gillette Stadium
2013-10-19,Chicago Fire,1,Toronto FC,0,Toyota Park
2013-10-19,Portland Timbers,0,Real Salt Lake,0,JELD-WEN Field
2013-10-20,Houston Dynamo,0,New York Red Bulls,3,BBVA Compass Stadium
2013-10-20,LA Galaxy,0,San Jose Earthquakes,0,StubHub Center
2013-10-23,Real Salt Lake,2,CD Chivas USA,1,Rio Tinto Stadium
2013-10-26,Philadelphia Union,1,Sporting Kansas City,2,Talen Energy Stadium
2013-10-26,Toronto FC,1,Montreal Impact,0,BMO Field
2013-10-26,San Jose Earthquakes,2,FC Dallas,1,Buck Shaw Stadium
2013-10-26,CD Chivas USA,0,Portland Timbers,5,StubHub Center
2013-10-27,D.C. United,1,Houston Dynamo,2,RFK Stadium
2013-10-27,Columbus Crew SC,0,New England Revolution,1,Columbus Crew Stadium
2013-10-27,New York Red Bulls,5,Chicago Fire,2,Red Bull Arena
2013-10-27,Vancouver Whitecaps FC,3,Colorado Rapids,0,BC Place
2013-10-27,Seattle Sounders FC,1,LA Galaxy,1,
